1780272000000000,2007.02000000,2015.42000000,2006.06000000,2014.00000000,4545.51910000,1780272299999999,9143185.42754500,21924,1661.86760000,3342950.16246300,0
1780272300000000,2014.01000000,2015.00000000,1997.00000000,2009.79000000,14763.26890000,1780272599999999,29642409.31816700,36573,3970.68080000,7983612.45955300,0
1780272600000000,2009.79000000,2011.60000000,2008.36000000,2011.60000000,1067.29060000,1780272899999999,2144921.62201600,9713,559.67010000,1124800.76734800,0
1780272900000000,2011.60000000,2013.40000000,2008.83000000,2008.84000000,1051.08270000,1780273199999999,2114072.48531700,10496,461.61670000,928608.76345900,0
1780273200000000,2008.83000000,2013.34000000,2008.36000000,2012.49000000,1083.78210000,1780273499999999,2179616.22991600,10105,634.38980000,1275634.67413800,0
1780273500000000,2012.50000000,2017.49000000,2012.49000000,2016.96000000,1772.45090000,1780273799999999,3572071.32823000,11751,1170.59970000,2359289.46101500,0
1780273800000000,2016.97000000,2021.50000000,2012.07000000,2014.86000000,2273.69930000,1780274099999999,4585081.35070200,24567,1106.31910000,2231739.85242000,0
1780274100000000,2014.86000000,2016.51000000,2013.94000000,2014.54000000,974.03910000,1780274399999999,1962527.14072600,11433,446.25910000,899150.78999300,0
1780274400000000,2014.54000000,2017.14000000,2013.64000000,2016.01000000,1005.95570000,1780274699999999,2027738.51051800,9261,471.46180000,950408.75296400,0
1780274700000000,2016.01000000,2019.57000000,2015.83000000,2017.65000000,1386.52530000,1780274999999999,2798371.92246400,13265,700.80160000,1414236.07862100,0
1780275000000000,2017.65000000,2019.52000000,2015.69000000,2015.81000000,916.84490000,1780275299999999,1849891.15232200,9941,382.60490000,771920.07808700,0
1780275300000000,2015.82000000,2015.97000000,2014.70000000,2015.44000000,834.64530000,1780275599999999,1681971.40876000,7636,273.14620000,550428.34264800,0
1780275600000000,2015.44000000,2016.73000000,2011.51000000,2011.54000000,1252.19830000,1780275899999999,2522197.75610200,13636,337.55390000,679991.25974700,0
1780275900000000,2011.53000000,2012.53000000,2004.61000000,2006.47000000,1715.22700000,1780276199999999,3444500.25936400,15398,541.60660000,1087552.35706700,0
1780276200000000,2006.48000000,2007.79000000,2005.26000000,2005.26000000,894.90990000,1780276499999999,1795891.91856100,11586,338.84200000,679976.17883800,0
1780276500000000,2005.27000000,2007.74000000,2005.27000000,2005.46000000,970.13300000,1780276799999999,1946575.87118300,12559,414.93200000,832564.13824800,0
1780276800000000,2005.46000000,2007.84000000,2004.61000000,2004.69000000,1287.15070000,1780277099999999,2582635.38950100,13709,446.90970000,896699.85460800,0
1780277100000000,2004.68000000,2005.69000000,2002.15000000,2004.29000000,1244.51400000,1780277399999999,2494675.54423400,15004,455.08490000,912270.99770200,0
1780277400000000,2004.29000000,2005.21000000,2002.84000000,2005.21000000,818.72740000,1780277699999999,1640677.84022400,12255,365.10430000,731656.75152800,0
1780277700000000,2005.21000000,2006.73000000,2003.63000000,2004.50000000,978.70110000,1780277999999999,1962728.61609300,11836,445.77560000,894053.92460400,0
1780278000000000,2004.50000000,2006.91000000,2000.00000000,2001.72000000,1388.40970000,1780278299999999,2780888.93066100,15944,443.81110000,888906.62909400,0
1780278300000000,2001.72000000,2004.85000000,2001.00000000,2004.19000000,1050.16280000,1780278599999999,2103095.56496200,11734,458.66770000,918493.13266000,0
1780278600000000,2004.19000000,2004.20000000,1996.49000000,1997.60000000,1636.07480000,1780278899999999,3271884.58705500,17721,616.56840000,1232958.51057000,0
1780278900000000,1997.59000000,1997.59000000,1994.12000000,1994.70000000,1416.00650000,1780279199999999,2826130.32740800,20611,572.69910000,1142936.71648400,0
1780279200000000,1994.70000000,1997.76000000,1991.31000000,1997.29000000,1766.77270000,1780279499999999,3524181.23675200,23415,784.00200000,1563856.89474900,0
1780279500000000,1997.29000000,2004.56000000,1997.28000000,2003.80000000,2127.03370000,1780279799999999,4257238.12676000,18828,1312.04690000,2625668.75702600,0
1780279800000000,2003.79000000,2006.08000000,2003.05000000,2005.26000000,871.79830000,1780280099999999,1747308.17744800,8591,413.88750000,829600.03497500,0
1780280100000000,2005.26000000,2005.62000000,2002.36000000,2003.33000000,850.32880000,1780280399999999,1704478.76948100,7038,180.30650000,361379.50218100,0
1780280400000000,2003.33000000,2005.75000000,2002.85000000,2003.62000000,617.96080000,1780280699999999,1238489.71717000,6555,216.77060000,434434.30604100,0
1780280700000000,2003.62000000,2004.83000000,2002.85000000,2004.59000000,782.82480000,1780280999999999,1568747.03255300,7668,403.91490000,809333.64512300,0
1780281000000000,2004.58000000,2004.58000000,2001.90000000,2003.03000000,733.71080000,1780281299999999,1469559.18599700,7909,148.73790000,297876.67807600,0
1780281300000000,2003.04000000,2005.53000000,2002.30000000,2005.43000000,640.72060000,1780281599999999,1283763.44517500,6725,196.06460000,392864.98628100,0
1780281600000000,2005.44000000,2017.89000000,2004.10000000,2012.55000000,3656.52620000,1780281899999999,7360783.55231100,34421,1760.97120000,3544518.69541700,0
1780281900000000,2012.54000000,2014.57000000,2010.56000000,2012.68000000,1110.07540000,1780282199999999,2233836.72899200,15401,543.61530000,1093928.59788500,0
1780282200000000,2012.68000000,2013.62000000,2010.59000000,2011.84000000,781.11520000,1780282499999999,1571747.41309200,11826,288.50570000,580497.08403200,0
1780282500000000,2011.84000000,2012.49000000,2010.30000000,2011.47000000,1030.20810000,1780282799999999,2072492.67982600,9028,243.06840000,488942.62974900,0
1780282800000000,2011.47000000,2018.09000000,2011.31000000,2016.55000000,1720.61970000,1780283099999999,3466059.48860500,19463,878.46350000,1769971.71999000,0
1780283100000000,2016.54000000,2017.04000000,2014.44000000,2016.64000000,1172.68260000,1780283399999999,2363974.40686200,14338,411.82730000,830179.96826900,0
1780283400000000,2016.65000000,2016.66000000,2012.89000000,2013.41000000,942.94630000,1780283699999999,1900187.12109200,8225,176.16630000,355008.70962800,0
1780283700000000,2013.42000000,2015.82000000,2010.93000000,2014.62000000,1489.92800000,1780283999999999,2999897.16435700,14874,584.56740000,1176808.57340700,0
1780284000000000,2014.63000000,2016.81000000,2014.23000000,2015.90000000,780.93160000,1780284299999999,1573857.89222400,6489,280.00840000,564282.39565400,0
1780284300000000,2015.90000000,2016.04000000,2014.20000000,2015.01000000,856.71860000,1780284599999999,1726577.34261400,6762,184.36830000,371559.38489000,0
1780284600000000,2015.02000000,2016.98000000,2015.02000000,2015.57000000,886.46390000,1780284899999999,1787407.58559600,9138,258.54310000,521294.23007200,0
1780284900000000,2015.58000000,2016.30000000,2012.00000000,2012.23000000,997.64980000,1780285199999999,2009896.09141100,9605,261.94620000,527734.59206200,0
1780285200000000,2012.23000000,2012.85000000,2010.93000000,2012.33000000,691.39490000,1780285499999999,1391092.51558700,6534,164.12270000,330211.95015500,0
1780285500000000,2012.34000000,2014.25000000,2011.69000000,2013.08000000,772.15430000,1780285799999999,1554291.62678600,6394,188.96030000,380378.04193800,0
1780285800000000,2013.09000000,2014.15000000,2009.07000000,2009.08000000,761.96540000,1780286099999999,1532956.48878400,8864,147.07090000,295937.85112800,0
1780286100000000,2009.08000000,2009.95000000,2008.66000000,2009.09000000,789.27090000,1780286399999999,1585928.98115400,7112,201.39880000,404647.17058800,0
1780286400000000,2009.09000000,2011.97000000,2008.54000000,2008.74000000,683.24120000,1780286699999999,1373609.75020700,8030,231.64680000,465725.22426100,0
1780286700000000,2008.74000000,2008.96000000,2005.42000000,2006.47000000,840.09190000,1780286999999999,1685832.24511200,8634,242.91940000,487437.53919700,0
1780287000000000,2006.46000000,2006.47000000,2002.35000000,2003.21000000,892.09700000,1780287299999999,1787594.86856300,11352,274.16210000,549297.15780500,0
1780287300000000,2003.21000000,2004.35000000,1999.92000000,2000.32000000,967.35480000,1780287599999999,1936516.21210900,12018,249.33980000,499137.85889100,0
1780287600000000,2000.33000000,2000.48000000,1996.41000000,1997.56000000,1477.37860000,1780287899999999,2952103.26564100,14983,773.86430000,1546177.83758600,0
1780287900000000,1997.56000000,1998.65000000,1995.38000000,1995.81000000,1438.72010000,1780288199999999,2872796.88888700,15270,625.13900000,1248189.18710100,0
